,km_driven,selling_price,brand_BMW,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Mahindra,brand_Maruti,brand_Renault,brand_Skoda,brand_Tata,brand_Toyota,brand_Volkswagen,fuel_Diesel,fuel_Petrol,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Third Owner
1728,60000,321000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1729,50000,585000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1730,70000,225000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1731,70000,500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1732,90000,350000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1733,70000,756000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1734,50000,240000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1735,120000,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1736,5000,800000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1737,25000,1250000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1738,80000,320000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1739,25000,509999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1740,15000,650000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1741,35000,210000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1742,80000,110000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1743,25000,665000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1744,52000,555000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1745,52000,560000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1746,80000,375000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1747,77000,290000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1748,50000,2950000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1749,127000,605000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1750,30000,720000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1751,70000,800000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1752,54000,1325000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1753,120000,625000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1754,116500,350000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1755,145000,600000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1756,120000,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1757,120000,240000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1758,80000,377000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1759,140000,450000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1760,100000,160000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1761,100000,525000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1762,168000,550000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1763,120000,270000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1764,145000,570000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1765,90000,225000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1766,90000,590000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1767,80000,1675000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1768,33000,800000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1769,13500,450000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1770,80000,300000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1771,20000,645000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1772,58000,520000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1773,40000,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1774,30000,700000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1775,50000,45000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1776,73000,459999,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1777,90000,325000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1778,50000,350000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1779,80000,440000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1780,70000,320000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1781,41000,169000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1782,50000,350000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1783,113226,350000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1784,90000,310000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1785,70000,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1786,160500,420000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1787,30000,685000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1788,132000,560000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1789,120000,470000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1790,80000,380000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1791,57000,670000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1792,5000,550000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1793,25000,749000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1794,80000,899000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1795,88000,290000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1796,217000,869999,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1797,60000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1798,43000,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1799,77000,400000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1800,30000,260000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1801,40000,220000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1802,139000,190000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1803,80000,400000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1804,76000,170000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1805,3500,650000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1806,62000,60000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1807,110000,300000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1808,40000,125000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1809,120000,130000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1810,1500000,500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1811,70000,170000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1812,77000,310000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1813,110000,130000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1814,20000,465000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1815,90000,160000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1816,120005,800000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1817,16830,260000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1818,70000,500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1819,38000,325000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1820,80000,400000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1821,50000,3200000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1822,50000,200000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1823,52000,450000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1824,50000,229999,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1825,30000,340000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1826,103000,550000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1827,93468,975000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1828,20000,3800000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1829,80000,225000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1830,12000,3250000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1831,70000,280000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1832,4500,700000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1833,35000,259000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1834,60000,3200000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1835,30000,1400000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1836,40000,416000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1837,70000,250000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1838,120000,210000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1839,120000,290000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1840,90000,220000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1841,35000,246000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1842,30000,260000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1843,70000,1050000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1844,60000,290000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1845,70000,310000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1846,6000,700000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1847,20000,550000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1848,70000,450000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1849,65000,773000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1850,25000,450000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1851,10000,409999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1852,35000,45000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1853,80000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1854,63000,250000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1855,100000,70000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1856,1303,690000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1857,31800,3975000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1858,20000,5150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1859,45000,3200000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1860,17000,4100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1861,4295,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1862,5229,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1863,68089,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1864,23712,925000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1865,56494,550000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1866,16589,430000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1867,79328,750000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1868,53201,675000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1869,25272,570000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1870,53619,850000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1871,7500,5400000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1872,8500,5500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1873,7032,779000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1874,6001,640000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1875,80000,250000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1876,12000,1250000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1877,25000,889000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1878,40000,750000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1879,130000,320000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1880,202000,600000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1881,40000,1000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1882,70000,110000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1883,120000,250000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1884,60000,600000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1885,60000,165000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1886,60000,118000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1887,78000,700000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1888,80000,585000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1889,120000,120000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1890,90000,65000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1891,100000,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1892,70000,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1893,160000,170000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1894,120000,250000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1895,100000,100000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1896,60000,599000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1897,135000,250000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1898,90000,570000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1899,75000,440000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1900,185000,300000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1901,71717,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1902,150000,500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1903,55000,660000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1904,90000,256000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1905,35000,409999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1906,120000,1888000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1907,100000,250000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1908,40000,280000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1909,100000,300000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1910,120000,900000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1911,60000,190000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1912,2000,800000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1913,100000,450000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1914,110000,400000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1915,90000,150000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1916,84321,200000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1917,177000,600000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1918,60000,175000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1919,205000,99000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1920,70000,215000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1921,70000,190000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1922,126000,520000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1923,120000,2280000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1924,70000,285000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1925,82000,660000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1926,110000,31504,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1927,45000,515000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1928,70000,295000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1929,80000,700000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1930,45000,1100000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1931,60000,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1932,41800,450000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1933,132000,135000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1934,50000,700000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1935,40000,250000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1936,96000,140000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1937,117000,250000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1938,110000,210000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1939,100000,420000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1940,88700,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1941,70000,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1942,110000,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1943,15000,310000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1944,80000,200000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1945,50000,350000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1946,15000,444000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1947,25000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1948,57000,225000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1949,75000,600000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1950,26000,260000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1951,160000,375000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1952,26000,260000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1953,120000,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1954,50000,110000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1955,40000,225000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1956,90000,400000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1957,120000,93000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1958,28000,860000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1959,50000,650000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1960,90000,650000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1961,40000,710000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1962,113000,430000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1963,188000,305000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1964,100000,220000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1965,225000,150000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1966,67000,660000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1967,70000,140000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1968,50000,1100000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1969,60000,2450000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1970,34000,625000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1971,110000,198000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1972,71000,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1973,140000,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1974,100000,540000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1975,10000,550000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1976,30000,475000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1977,22000,2825000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1978,5500,2125000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1979,18000,3350000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1980,20000,1800000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1981,7000,540000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1982,20000,910000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1983,4875,484999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1984,2700,1950000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1985,58511,950000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1986,105000,365000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1987,26235,900000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1988,26766,919999,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1989,1600,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1990,46000,2950000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1991,23000,1075000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1992,24522,600000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1993,13663,3200000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1994,11000,2600000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1995,63000,839000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1996,2000,635000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1997,300000,550000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1998,190000,180000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1999,80000,650000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000,80000,350000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2001,54000,265000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2002,30000,330000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2003,5000,395000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2004,58945,700000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2005,90000,300000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2006,375000,650000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2007,160000,625000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2008,80000,425000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2009,50000,55000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2010,80000,250000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2011,156975,459999,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2012,5000,1594000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2013,50000,300000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,27620,950000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,120000,484999,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2016,120000,161000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2017,58000,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2018,50000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2019,40000,550000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2020,7800,850000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,50000,240000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2022,68000,950000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2023,60000,423000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2024,74000,90000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2025,58000,350000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2026,70000,170000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2027,70000,450000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2028,110000,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2029,80000,75000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2030,80000,511000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2031,59000,850000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2032,110000,250000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2033,25000,420000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
